speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop
CH,annotated-0_51968990-1,18812250,18814030,NA,2,18810050,18811450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18819810,18821090,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18824940,18825540,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18827340,18827960,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18829500,18830200,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18832200,18832800,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18834520,18835120,NA,2,NA,NA,18835920,18836550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18835920,18836550,NA,2,18834520,18835120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18838050,18838650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18839930,18840530,NA,2,NA,NA,18841330,18841930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18841330,18841930,NA,2,18839930,18840530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18843970,18844580,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18845680,18846280,NA,2,NA,NA,18847230,18848160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18847230,18848160,NA,2,18845680,18846280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18867190,18868030,NA,1,NA,NA,NA,NA,FA,18864620,18866360,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18870210,18871270,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18996760,18997940,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,18999440,19000040,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19002160,19002760,NA,4,NA,NA,19007330,19008230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19003580,19004640,NA,4,19002160,19002760,19007330,19008230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19005440,19006490,NA,4,19002160,19002760,19007330,19008230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19007330,19008230,NA,4,19002160,19002760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19050680,19051450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19072380,19072980,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19228140,19228830,NA,1,NA,NA,NA,NA,FA,19226250,19227250,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19353070,19354160,NA,2,NA,NA,19355000,19356450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19355000,19356450,NA,2,19353070,19354160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19367460,19368060,NA,1,NA,NA,NA,NA,FA,19365300,19367460,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19376870,19377670,NA,4,NA,NA,19381890,19382620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19377670,19379690,NA,4,19376870,19377670,19381890,19382620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19380490,19381090,NA,4,19376870,19377670,19381890,19382620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19381890,19382620,NA,4,19376870,19377670,NA,NA,NA,NA,NA,NA,NA,NA,FA,19382620,19384310,2,19385110,19387760
CH,annotated-0_51968990-1,19389530,19390530,NA,2,NA,NA,19390530,19391390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19390530,19391390,NA,2,19389530,19390530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19398690,19399290,NA,2,NA,NA,19399290,19400370,FA,19396840,19397890,2,19392580,19395950,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19399290,19400370,NA,2,19398690,19399290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19401390,19402330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19460160,19460760,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19472070,19473240,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19478020,19478830,NA,1,NA,NA,NA,NA,FA,19477080,19478020,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19481020,19481690,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19487240,19488240,NA,2,NA,NA,19488240,19488970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19488240,19488970,NA,2,19487240,19488240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19499950,19501290,NA,2,NA,NA,19502090,19503660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19502090,19503660,NA,2,19499950,19501290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19508740,19509660,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19514130,19515210,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19516330,19516930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19528290,19529580,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19534550,19536630,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19538120,19539000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,19539000,19540640,1,NA,NA
CH,annotated-0_51968990-1,19541850,19543320,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19551490,19552310,NA,2,NA,NA,19552310,19553420,FA,19548130,19551490,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19552310,19553420,NA,2,19551490,19552310,NA,NA,NA,NA,NA,NA,NA,NA,FA,19554230,19554840,1,NA,NA
CH,annotated-0_51968990-1,19576420,19577020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19627490,19628150,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19632510,19633160,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19635650,19636650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19665260,19665860,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19671150,19671930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19717440,19718700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19726940,19727540,NA,2,NA,NA,19727540,19728540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19727540,19728540,NA,2,19726940,19727540,NA,NA,NA,NA,NA,NA,NA,NA,FA,19729340,19730370,1,NA,NA
CH,annotated-0_51968990-1,19743090,19744470,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19769750,19770570,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19785950,19786550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19814370,19815010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19816260,19816860,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,19817660,19818680,1,NA,NA
CH,annotated-0_51968990-1,19818680,19819300,NA,1,NA,NA,NA,NA,FA,19817660,19818680,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19822760,19823760,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19831770,19833000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19834380,19834980,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19836820,19837420,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19848820,19849490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19850520,19851120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19854030,19855030,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19856150,19856770,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,19856770,19857990,1,NA,NA
CH,annotated-0_51968990-1,19874090,19877470,NA,2,NA,NA,19878270,19878870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19878270,19878870,NA,2,19874090,19877470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19902510,19903110,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19926730,19927330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19930610,19932080,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19933840,19934660,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19936590,19939360,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,19939360,19940420,1,NA,NA
CH,annotated-0_51968990-1,19942560,19943960,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19945120,19947090,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19949060,19949660,NA,1,NA,NA,NA,NA,FA,19948260,19949060,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19960890,19961490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19967250,19968020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,19970470,19971070,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20015740,20018920,NA,3,NA,NA,20021430,20022230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20019740,20020540,NA,3,20015740,20018920,20021430,20022230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20021430,20022230,NA,3,20015740,20018920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20024830,20025470,NA,1,NA,NA,NA,NA,MA,20023830,20024830,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20026820,20027470,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20101110,20102100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20106820,20107460,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20168500,20169380,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20171610,20172230,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20181410,20182170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20234000,20235210,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20272390,20273180,NA,2,NA,NA,20274110,20274710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20274110,20274710,NA,2,20272390,20273180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20291770,20292850,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20365440,20366040,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20369650,20370250,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20388820,20389820,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20407480,20408550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20408550,20409350,1,NA,NA
CH,annotated-0_51968990-1,20409350,20410100,NA,1,NA,NA,NA,NA,FA,20408550,20409350,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20411290,20412290,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20412290,20413090,1,NA,NA
CH,annotated-0_51968990-1,20414330,20414930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20414930,20418550,1,NA,NA
CH,annotated-0_51968990-1,20422160,20422760,NA,1,NA,NA,NA,NA,FA,20420360,20421360,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20452570,20453410,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20481560,20482170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20484270,20484870,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20501970,20502570,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20502570,20503830,1,NA,NA
CH,annotated-0_51968990-1,20507430,20508040,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20512290,20512890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20516360,20517250,NA,2,NA,NA,20518160,20518760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20518160,20518760,NA,2,20516360,20517250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20536910,20539190,NA,4,NA,NA,20542950,20543870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20540120,20540730,NA,4,20536910,20539190,20542950,20543870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20541530,20542130,NA,4,20536910,20539190,20542950,20543870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20542950,20543870,NA,4,20536910,20539190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20556840,20557450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20595750,20596350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20604890,20605490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20607650,20608450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20612880,20613480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20617880,20618480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20670110,20671220,NA,1,NA,NA,NA,NA,FA,20669070,20670110,2,20667200,20668270,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20679490,20680170,NA,1,NA,NA,NA,NA,FA,20677480,20678610,1,NA,NA,FA,20680170,20681290,1,NA,NA
CH,annotated-0_51968990-1,20706870,20707590,NA,2,NA,NA,20708430,20709980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20708430,20709980,NA,2,20706870,20707590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20711950,20713280,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20714080,20715130,1,NA,NA
CH,annotated-0_51968990-1,20717310,20719620,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20719620,20720630,1,NA,NA
CH,annotated-0_51968990-1,20724480,20725080,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20727450,20728660,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20733560,20734540,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20739500,20740730,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20742690,20743880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20747060,20747660,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20750140,20750840,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20755380,20756160,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20763820,20764980,NA,4,NA,NA,20772230,20772910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20765800,20767930,NA,4,20763820,20764980,20772230,20772910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20768810,20771430,NA,4,20763820,20764980,20772230,20772910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20772230,20772910,NA,4,20763820,20764980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20775750,20776680,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20828560,20829160,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20829160,20830360,2,20831170,20832530
CH,annotated-0_51968990-1,20833500,20834220,NA,1,NA,NA,NA,NA,FA,20831170,20832530,2,20829160,20830360,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20835280,20835880,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20839570,20840170,NA,1,NA,NA,NA,NA,FA,20836960,20838610,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20844310,20845070,NA,2,NA,NA,20845070,20845870,FA,20842370,20843430,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20845070,20845870,NA,2,20844310,20845070,NA,NA,NA,NA,NA,NA,NA,NA,FA,20846670,20847950,1,NA,NA
CH,annotated-0_51968990-1,20847950,20848960,NA,2,NA,NA,20849860,20850460,FA,20846670,20847950,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20849860,20850460,NA,2,20847950,20848960,NA,NA,NA,NA,NA,NA,NA,NA,FA,20851270,20853550,1,NA,NA
CH,annotated-0_51968990-1,20877720,20878320,NA,3,NA,NA,20880060,20881250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20878320,20880060,NA,3,20877720,20878320,20880060,20881250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20880060,20881250,NA,3,20877720,20878320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20883790,20885570,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20889000,20889890,NA,1,NA,NA,NA,NA,FA,20886940,20888100,1,NA,NA,FA,20889890,20891010,1,NA,NA
CH,annotated-0_51968990-1,20898560,20899250,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20906780,20907610,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20916010,20916710,NA,2,NA,NA,20917510,20918140,MA,20914100,20916010,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20917510,20918140,NA,2,20916010,20916710,NA,NA,NA,NA,NA,NA,NA,NA,FA,20919140,20920140,2,20920950,20922130
CH,annotated-0_51968990-1,20935500,20936550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,20936550,20937350,2,20937950,20939170
CH,annotated-0_51968990-1,20939170,20940630,NA,1,NA,NA,NA,NA,FA,20937950,20939170,2,20936550,20937350,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20957500,20958100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20972310,20974280,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,20998260,20999580,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,21004980,21005960,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,21009190,21010190,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,21027140,21030190,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,21034830,21035940,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,21036740,21037760,1,NA,NA
CH,annotated-0_51968990-1,21059560,21060160,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,21061010,21062020,1,NA,NA
CH,annotated-0_51968990-1,21062020,21063060,NA,1,NA,NA,NA,NA,FA,21061010,21062020,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,21065980,21067490,NA,3,NA,NA,21070880,21071530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,21068400,21070070,NA,3,21065980,21067490,21070880,21071530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
