speaker,annot.clip,start.ms,stop.ms,addressee,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.post.increment.start,response.post.increment.stop
CHN,annotated-0-FULL_RECORDING,16760820,16761490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16765550,16766150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16771890,16772960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16781450,16782250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16802640,16804010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16807510,16808110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16816320,16817320,NA,NA,NA,16817320,16818010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16817320,16818010,NA,16816320,16817320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16862040,16862640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16873810,16874820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16888790,16889400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16892930,16893750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16897310,16897970,NA,NA,NA,16898770,16899620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16898770,16899620,NA,16897310,16897970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16909040,16909950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16910950,16913160,NA,16909040,16909950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16915120,16916010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,16916010,16917070,16917070,16917670
CHN,annotated-0-FULL_RECORDING,16921120,16922560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16927460,16928070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16930640,16931280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16942140,16943640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16951690,16952380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16968660,16972860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,16973910,16975850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17015860,17016590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17019030,17019630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17022510,17025620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17058270,17058870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17071810,17072620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17105200,17105980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17118950,17120500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17121830,17122650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17124200,17124800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17125950,17126550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,17127530,17128340,NA,NA
CHN,annotated-0-FULL_RECORDING,17132850,17133460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17149610,17150210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17158350,17158980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17163510,17164370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17168260,17168860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17183620,17184220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17189890,17190490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17191630,17194530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17195640,17196270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17197640,17198530,NA,NA,NA,17199490,17200580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17199490,17200580,NA,17197640,17198530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17239670,17242500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17317280,17317880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17333560,17334160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17335390,17336330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17338040,17339130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17353250,17354280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17373500,17374630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17443230,17444230,NA,NA,NA,17447070,17448240,MAN,17441070,17442390,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17444230,17446270,NA,17443230,17444230,17447070,17448240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17447070,17448240,NA,17443230,17444230,NA,NA,NA,NA,NA,NA,NA,FAN,17448240,17449350,NA,NA
CHN,annotated-0-FULL_RECORDING,17455880,17456730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17461790,17463070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17464640,17465240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17791700,17793590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17800740,17801980,NA,NA,NA,17802780,17803650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17802780,17803650,NA,17800740,17801980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17816330,17817120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17855890,17859040,NA,NA,NA,17863870,17866250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17859910,17861610,NA,17855890,17859040,17863870,17866250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17862410,17863030,NA,17855890,17859040,17863870,17866250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17863870,17866250,NA,17855890,17859040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17869550,17870480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17879190,17880310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17896850,17897450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17907580,17908180,NA,NA,NA,NA,NA,FAN,17905450,17906590,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17922100,17922700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17925460,17927290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,17928130,17929400,NA,NA
CHN,annotated-0-FULL_RECORDING,17939730,17940330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,17945390,17945990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18011700,18012300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18020860,18022440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18024040,18024640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18026400,18027130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18028210,18029830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18031970,18035440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18040260,18040860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18043390,18044270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18048780,18049380,NA,NA,NA,NA,NA,FAN,18046790,18047830,NA,NA,FAN,18049380,18050690,18050690,18051490
CHN,annotated-0-FULL_RECORDING,18078750,18079390,NA,NA,NA,18081450,18082450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18079390,18080470,NA,18078750,18079390,18081450,18082450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18081450,18082450,NA,18078750,18079390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18111820,18112470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18116210,18117880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,18117880,18119400,NA,NA
CHN,annotated-0-FULL_RECORDING,18125100,18126160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18154740,18155420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,18155420,18156460,NA,NA
CHN,annotated-0-FULL_RECORDING,18248150,18248750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,18249720,18251050,NA,NA
CHN,annotated-0-FULL_RECORDING,18285120,18285770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18297650,18298250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18357630,18358500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18415920,18417300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18427060,18427670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18535030,18535890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18539620,18540560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18542110,18543110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18570550,18572120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18588440,18589040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18591700,18592300,NA,NA,NA,18593100,18594010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18593100,18594010,NA,18591700,18592300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18599090,18599890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18601510,18602230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18606210,18606810,NA,NA,NA,18607630,18608230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18607630,18608230,NA,18606210,18606810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18609830,18610430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18623540,18624520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18631940,18632540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18633950,18634550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18668430,18669030,NA,NA,NA,18671240,18671840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18669840,18670440,NA,18668430,18669030,18671240,18671840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18671240,18671840,NA,18668430,18669030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18687690,18688290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18690090,18690690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18696250,18697090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18698600,18699400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18721260,18722300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18791230,18792000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18805320,18805930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18807350,18808070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18810050,18811450,NA,NA,NA,18812250,18814030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18812250,18814030,NA,18810050,18811450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18819810,18821090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18824940,18825540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18827340,18827960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18829500,18830200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18832200,18832800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18834520,18835120,NA,NA,NA,18835920,18836550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18835920,18836550,NA,18834520,18835120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18838050,18838650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18839930,18840530,NA,NA,NA,18841330,18841930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18841330,18841930,NA,18839930,18840530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18843970,18844580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18845680,18846280,NA,NA,NA,18847230,18848160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18847230,18848160,NA,18845680,18846280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18867190,18868030,NA,NA,NA,NA,NA,FAN,18864620,18866360,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18870210,18871270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18996760,18997940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,18999440,19000040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19002160,19002760,NA,NA,NA,19007330,19008230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19003580,19004640,NA,19002160,19002760,19007330,19008230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19005440,19006490,NA,19002160,19002760,19007330,19008230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19007330,19008230,NA,19002160,19002760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19050680,19051450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19072380,19072980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19228140,19228830,NA,NA,NA,NA,NA,FAN,19226250,19227250,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19353070,19354160,NA,NA,NA,19355000,19356450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19355000,19356450,NA,19353070,19354160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19367460,19368060,NA,NA,NA,NA,NA,FAN,19365300,19367460,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19376870,19377670,NA,NA,NA,19381890,19382620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19377670,19379690,NA,19376870,19377670,19381890,19382620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19380490,19381090,NA,19376870,19377670,19381890,19382620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19381890,19382620,NA,19376870,19377670,NA,NA,NA,NA,NA,NA,NA,FAN,19382620,19384310,19385110,19387760
CHN,annotated-0-FULL_RECORDING,19389530,19390530,NA,NA,NA,19390530,19391390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19390530,19391390,NA,19389530,19390530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19398690,19399290,NA,NA,NA,19399290,19400370,FAN,19396840,19397890,19392580,19395950,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19399290,19400370,NA,19398690,19399290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19401390,19402330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19460160,19460760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19472070,19473240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19478020,19478830,NA,NA,NA,NA,NA,FAN,19477080,19478020,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19481020,19481690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19487240,19488240,NA,NA,NA,19488240,19488970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19488240,19488970,NA,19487240,19488240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19499950,19501290,NA,NA,NA,19502090,19503660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19502090,19503660,NA,19499950,19501290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19508740,19509660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19514130,19515210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19516330,19516930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19528290,19529580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19534550,19536630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19538120,19539000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,19539000,19540640,NA,NA
CHN,annotated-0-FULL_RECORDING,19541850,19543320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19551490,19552310,NA,NA,NA,19552310,19553420,FAN,19548130,19551490,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19552310,19553420,NA,19551490,19552310,NA,NA,NA,NA,NA,NA,NA,FAN,19554230,19554840,NA,NA
CHN,annotated-0-FULL_RECORDING,19576420,19577020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19627490,19628150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19632510,19633160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19635650,19636650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19665260,19665860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19671150,19671930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19717440,19718700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19726940,19727540,NA,NA,NA,19727540,19728540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,19727540,19728540,NA,19726940,19727540,NA,NA,NA,NA,NA,NA,NA,FAN,19729340,19730370,NA,NA
